Year,Quarter,Region,Model,Units Delivered,Average Price (USD),Production Delay (Days),Battery Type,Drive Type,Color,Range (KM),Charging Time (Min),Efficiency (kWh/100km),CO2 Saved (Tons),Avg Customer Rating,Warranty (Years),Number of Recalls,Software Version,Autopilot Enabled,Total Miles Driven,Update Frequency (Per Year),Battery Replacement Rate,Service Visits (Per Year),Resale Value (%)
2023,Q4,Australia,Semi,1416,44609.81,44,Performance,AWD,Black,403,56,23.93,2074.94,4.35,8,1,2024.7,False,341728,12,0.0892,1.95,86.75
2019,Q4,North America,Model Y,3660,38907.65,16,Performance,RWD,Red,697,63,22.21,6051.07,4.35,6,0,2023.11,True,4142719,7,0.0697,1.78,64.46
2020,Q1,North America,Semi,1335,77973.24,30,Long Range,AWD,Red,601,50,15.89,3257.79,3.58,5,3,2023.4,True,3951164,9,0.0821,1.4,85.7
2019,Q3,North America,Model Y,195,43724.68,26,Standard,AWD,Red,659,69,20.65,444.64,4.34,8,2,2022.1,True,3912286,7,0.0604,1.74,74.19
2022,Q3,Australia,Model S,848,99542.2,14,Standard,RWD,White,674,81,16.5,1309.29,4.55,4,1,2023.3,False,997258,6,0.065,0.88,87.91
2018,Q2,Australia,Model 3,2818,44160.09,26,Standard,AWD,Blue,584,72,20.07,4250.66,4.95,4,0,2024.7,False,4364205,4,0.0723,0.85,84.46
2013,Q4,South America,Cybertruck,2686,77849.36,24,Long Range,AWD,White,553,51,24.65,3775.69,3.7,8,2,2024.6,True,1785179,5,0.0662,1.08,70.36
2022,Q2,Europe,Cybertruck,4494,94016.52,20,Performance,AWD,White,637,60,19.99,10719.75,4.57,6,3,2020.9,True,311998,8,0.0231,1.84,66.0
2024,Q2,Asia,Semi,2102,47446.41,3,Performance,RWD,Black,627,32,17.3,2953.71,4.42,5,3,2021.9,False,494095,8,0.0449,2.41,89.27
2017,Q1,North America,Semi,2108,52262.41,55,Long Range,AWD,Green,681,53,22.06,3358.53,4.41,5,2,2023.3,True,1668473,4,0.0762,0.74,61.22
2016,Q3,Europe,Model 3,4834,106911.21,0,Long Range,RWD,Green,429,32,14.84,5536.19,3.58,6,3,2024.9,False,711368,7,0.0573,2.41,75.62
2024,Q2,Australia,Cybertruck,4449,69290.45,22,Standard,AWD,Green,519,51,17.33,4168.23,4.63,8,0,2020.11,False,3838527,5,0.0914,1.73,78.63
2012,Q3,Australia,Model S,3211,56810.2,46,Long Range,AWD,Silver,541,62,22.63,4466.87,3.57,5,2,2024.2,True,1504209,10,0.058,1.75,66.32
2022,Q2,Australia,Model S,1734,80709.11,44,Performance,RWD,Green,386,77,21.23,949.38,4.58,4,0,2020.1,True,2213157,10,0.0163,2.14,87.33
2018,Q4,Australia,Semi,3363,71807.13,1,Long Range,AWD,Silver,353,71,21.64,2106.84,4.62,4,0,2022.9,True,2531325,12,0.0371,0.67,82.96
2019,Q4,Australia,Semi,302,75288.95,34,Standard,AWD,Green,550,80,22.57,480.62,4.94,5,2,2022.1,True,1133771,2,0.0105,1.69,76.11
2013,Q3,Europe,Semi,2866,52997.64,57,Performance,AWD,Black,444,44,20.4,2881.72,3.67,4,3,2024.2,False,665079,6,0.0188,1.95,74.62
2017,Q3,Europe,Semi,1971,43503.83,39,Standard,AWD,White,598,58,16.94,3584.94,4.54,5,2,2022.7,True,140532,7,0.0322,0.94,82.19
2018,Q3,Asia,Model 3,2766,109620.3,29,Long Range,RWD,White,599,65,14.31,4954.19,3.62,6,1,2024.4,False,741412,3,0.0903,2.2,78.95
2021,Q4,South America,Model 3,350,81885.49,34,Performance,RWD,Green,426,53,17.71,799.01,4.38,6,1,2023.9,True,3428475,7,0.0552,1.83,85.44
2024,Q2,South America,Model 3,3705,48533.91,36,Performance,AWD,Green,597,90,17.31,3473.95,4.23,4,2,2022.4,True,1834546,10,0.0917,1.22,74.09
2019,Q1,North America,Semi,2704,43774.13,33,Performance,RWD,Green,484,67,19.53,2292.18,4.48,6,0,2024.5,False,1969814,10,0.0465,2.13,70.35
2024,Q4,South America,Model S,4161,109972.91,28,Standard,AWD,Red,613,71,16.37,3330.8,3.74,4,1,2023.6,True,4139254,12,0.0531,0.92,64.84
2018,Q1,Europe,Model S,1097,83746.35,10,Standard,AWD,Silver,425,33,15.0,2572.35,4.27,8,0,2022.2,True,3868190,11,0.0993,2.23,65.12
2018,Q2,South America,Model 3,4234,57484.26,46,Performance,RWD,Blue,655,67,13.83,5319.69,3.7,4,1,2024.9,False,1354610,11,0.0187,1.45,78.44
2012,Q1,North America,Model Y,1117,111668.7,34,Standard,RWD,Silver,565,53,23.5,2117.03,4.14,8,3,2022.10,True,3669263,4,0.0329,2.03,87.3
2013,Q3,South America,Cybertruck,3397,56913.42,0,Performance,AWD,Silver,617,37,19.24,4246.45,3.81,6,3,2022.2,True,3674147,12,0.0627,1.02,76.08
2021,Q3,South America,Model X,3305,99172.61,26,Performance,RWD,Black,539,65,19.66,3329.97,3.96,6,3,2021.11,True,2027461,9,0.0805,2.4,63.01
2020,Q4,Asia,Cybertruck,476,48662.73,40,Standard,AWD,Black,591,89,20.2,321.91,3.89,6,0,2024.1,False,3460852,11,0.0691,1.07,88.91
2012,Q2,Australia,Model Y,137,52145.12,42,Performance,RWD,Black,367,80,20.19,209.83,3.85,5,0,2022.4,True,1420742,3,0.0997,2.06,70.59
2018,Q4,South America,Model 3,4291,36306.15,45,Standard,AWD,Silver,495,76,22.96,9998.11,4.02,6,1,2024.4,False,3488632,11,0.0104,0.85,75.19
2020,Q1,South America,Model X,2835,115496.31,51,Performance,RWD,Silver,644,46,21.33,6895.03,4.34,5,2,2023.11,False,329434,9,0.0205,0.64,79.01
2015,Q2,Asia,Model Y,2942,78902.86,0,Performance,RWD,Black,497,35,17.79,5876.87,4.01,5,3,2022.6,True,4912650,6,0.0265,1.99,87.91
2015,Q4,Europe,Model 3,2032,109183.11,13,Standard,AWD,Black,666,52,14.87,1449.59,4.88,8,0,2024.1,False,3213822,11,0.0384,2.3,86.43
2021,Q3,Australia,Model 3,4237,58822.66,14,Performance,AWD,Red,619,81,18.08,10081.13,3.55,6,3,2021.8,True,4447019,9,0.0384,0.52,80.22
2018,Q1,Asia,Model X,2177,50907.96,16,Standard,RWD,Blue,663,51,17.39,3260.14,3.82,6,2,2023.5,False,1609020,11,0.0218,1.65,66.86
2013,Q3,Europe,Cybertruck,3590,107786.24,12,Standard,AWD,Blue,354,41,18.06,2760.51,4.84,6,3,2022.5,True,3442037,3,0.0721,0.62,84.41
2019,Q1,Australia,Semi,2791,57080.38,23,Performance,RWD,White,360,56,14.45,6237.15,4.94,5,1,2022.6,False,4381919,9,0.0797,1.39,62.35
2021,Q3,Australia,Semi,1236,108801.9,40,Long Range,RWD,Green,663,66,17.86,2860.28,3.62,6,1,2022.6,False,2343721,11,0.068,1.04,73.35
2017,Q4,Australia,Model 3,1556,107608.01,8,Performance,AWD,Green,478,90,21.93,3111.19,3.82,8,0,2020.2,False,4700595,2,0.0124,1.29,82.95
2013,Q1,Asia,Cybertruck,1322,42166.46,59,Long Range,RWD,Black,476,77,16.41,2317.41,3.7,5,0,2020.11,False,2827986,9,0.052,2.24,88.05
2020,Q4,Europe,Semi,4467,50048.11,38,Long Range,RWD,Silver,677,70,19.41,10353.82,4.22,5,0,2023.5,False,3557816,6,0.024,0.52,75.7
2024,Q2,Asia,Model X,3893,80483.41,44,Long Range,RWD,White,354,79,18.17,4227.2,3.85,4,2,2021.7,False,3411420,5,0.0247,1.97,71.69
2018,Q2,Asia,Model S,3508,88152.46,33,Performance,RWD,White,682,77,19.38,3640.06,3.78,4,1,2021.5,True,3919694,11,0.0507,1.9,74.76
2017,Q1,Europe,Model S,4432,36881.13,6,Long Range,RWD,Black,574,76,13.1,3015.51,3.52,5,2,2023.5,False,3215504,9,0.0727,0.56,62.41
2024,Q2,North America,Model X,3264,41067.7,30,Standard,AWD,White,545,83,13.15,7994.18,4.57,8,3,2021.12,True,1770841,9,0.0762,0.69,79.98
2015,Q4,Australia,Semi,2606,114578.3,10,Performance,AWD,Green,631,63,14.47,3811.17,3.95,6,0,2021.2,True,3742011,7,0.0114,2.09,77.54
2018,Q2,North America,Model S,4810,101595.4,30,Performance,AWD,White,395,45,14.89,3284.28,4.43,4,0,2022.11,True,4599257,3,0.0213,0.97,89.45
2024,Q3,Australia,Semi,1630,36814.99,24,Long Range,AWD,White,370,61,21.48,2637.42,4.31,8,1,2024.3,False,2815231,9,0.0348,2.16,87.43
2020,Q2,North America,Cybertruck,1319,73197.66,52,Long Range,RWD,Blue,350,79,20.66,1659.42,3.78,4,2,2024.4,False,631349,12,0.097,2.14,65.7
2022,Q4,South America,Model 3,2369,62421.0,41,Long Range,AWD,Red,617,72,13.8,5141.65,3.69,4,1,2020.8,True,928405,2,0.0614,2.17,79.74
2020,Q3,North America,Model X,1858,86506.06,4,Standard,AWD,Green,601,89,23.68,1226.12,4.7,4,2,2024.12,False,3195972,2,0.0841,1.03,61.22
2013,Q3,North America,Model 3,4305,43255.14,46,Standard,RWD,Black,448,63,20.88,7060.44,4.92,8,0,2024.6,False,3682564,3,0.025,0.86,72.05
2017,Q2,South America,Cybertruck,3679,114349.2,57,Long Range,RWD,White,561,78,20.6,7918.35,3.99,5,1,2023.9,False,3119970,9,0.0503,1.29,81.79
2016,Q1,South America,Model 3,2522,35558.35,14,Standard,RWD,Red,491,88,19.64,4067.09,4.89,5,0,2020.8,False,1409521,4,0.0338,2.28,67.5
2016,Q3,North America,Cybertruck,3325,83370.52,13,Performance,AWD,Green,516,80,18.79,4909.54,4.85,4,2,2020.12,False,758316,2,0.093,1.17,86.39
2018,Q4,North America,Model 3,4984,113935.52,40,Performance,RWD,Red,506,63,13.49,7874.02,3.72,5,1,2020.11,False,3838099,11,0.0618,0.68,72.96
2024,Q4,Europe,Model 3,2803,42016.33,36,Performance,AWD,Silver,554,46,14.02,4214.72,4.66,5,1,2023.9,True,4192475,8,0.0687,0.89,78.48
2023,Q2,Europe,Model S,2231,101025.61,20,Performance,AWD,Red,693,56,18.08,2669.65,3.98,4,2,2021.6,False,1323214,9,0.014,2.14,65.99
2017,Q2,North America,Model S,496,55659.11,39,Standard,RWD,Red,525,74,22.65,550.68,4.21,6,1,2024.4,True,4683738,10,0.0775,1.6,78.69
2014,Q1,Australia,Cybertruck,4365,38695.97,10,Standard,RWD,Black,666,47,13.64,7898.54,3.51,8,2,2022.2,True,2553630,12,0.0448,2.46,75.26
2023,Q1,Asia,Model Y,4941,80182.65,11,Standard,RWD,Silver,361,32,15.97,7702.18,4.0,8,1,2020.6,False,3081127,12,0.0372,2.49,89.36
2016,Q1,Asia,Model Y,291,115251.62,60,Long Range,AWD,Black,524,87,17.71,225.39,4.59,5,3,2021.10,True,3677447,6,0.0919,1.16,76.27
2015,Q2,South America,Cybertruck,1707,108319.95,19,Performance,AWD,Blue,424,71,24.2,3984.52,3.98,4,1,2022.3,True,2773344,8,0.0965,1.11,82.37
2022,Q3,Europe,Model 3,924,46181.4,1,Performance,RWD,Silver,640,69,15.77,891.07,4.53,6,0,2023.3,False,3236998,4,0.0867,1.48,64.13
2015,Q2,North America,Model Y,172,113661.98,60,Long Range,AWD,Green,693,42,22.09,108.75,4.89,8,3,2022.8,True,3686597,8,0.0799,1.72,84.73
2023,Q3,Australia,Cybertruck,4735,85473.49,33,Performance,AWD,Silver,405,58,18.48,10679.95,4.82,5,3,2020.9,False,4429584,12,0.0966,0.88,73.19
2016,Q3,Australia,Model 3,3510,60025.68,58,Standard,AWD,Blue,680,58,14.09,5269.62,3.77,5,3,2023.6,False,308977,4,0.0508,2.29,86.87
2019,Q1,Asia,Model X,1393,96061.85,7,Standard,AWD,Green,580,70,17.36,2155.86,4.08,5,3,2024.7,True,1533487,7,0.0609,1.82,64.5
2014,Q2,North America,Model Y,2573,61309.06,49,Long Range,RWD,Green,442,37,23.78,6228.89,3.51,6,0,2023.8,False,4659218,2,0.0647,1.49,66.51
2022,Q4,Australia,Model Y,3669,41749.42,38,Standard,AWD,Silver,492,69,20.54,7852.55,3.81,5,1,2020.11,False,408038,4,0.0868,1.83,85.14
2016,Q3,North America,Model S,942,70441.34,11,Standard,RWD,Silver,688,74,21.4,1549.18,4.34,8,2,2020.2,False,2808025,7,0.0908,2.14,82.75
2020,Q1,Asia,Model Y,1152,45371.97,55,Long Range,RWD,Silver,561,63,15.52,1057.65,3.59,4,3,2024.12,False,3682385,11,0.0863,1.02,77.25
2021,Q3,Europe,Cybertruck,4659,77193.74,46,Performance,RWD,Blue,442,86,20.31,8932.11,4.97,4,0,2020.8,True,1839217,11,0.0999,1.33,70.01
2020,Q2,North America,Semi,1698,93651.45,16,Standard,RWD,White,609,65,16.89,869.82,4.53,6,3,2024.10,True,1573283,5,0.0397,1.18,80.17
2019,Q1,Europe,Model Y,1322,88312.04,57,Performance,RWD,Blue,561,89,21.91,2869.02,3.95,6,0,2021.10,False,3066174,3,0.0973,1.06,60.94
2018,Q2,South America,Cybertruck,3241,50927.21,7,Long Range,RWD,Green,366,47,17.97,4842.41,3.86,8,2,2021.9,False,1568113,3,0.0437,0.57,66.06
2013,Q4,South America,Model S,4003,111921.24,9,Standard,RWD,Blue,618,49,22.31,3148.72,4.81,5,1,2020.8,False,4481746,3,0.0104,2.36,80.61
2021,Q1,Asia,Model Y,427,43763.74,49,Performance,RWD,Red,645,78,16.75,975.38,3.98,5,2,2022.9,False,3800346,12,0.0206,0.8,68.21
2012,Q1,Europe,Cybertruck,2919,81696.08,17,Standard,RWD,Silver,475,40,13.85,5039.73,4.01,8,0,2021.1,False,523255,3,0.0445,0.67,71.76
2023,Q4,South America,Model X,2609,63248.23,12,Performance,AWD,Blue,640,38,14.11,5491.16,4.55,4,3,2022.11,False,4047224,5,0.0953,0.79,86.87
2016,Q3,Australia,Model 3,2756,102046.19,56,Long Range,RWD,Blue,365,34,18.7,3315.14,4.19,5,2,2022.10,True,4360990,3,0.0465,1.93,63.21
2020,Q1,Asia,Cybertruck,3826,69069.4,26,Standard,AWD,Silver,431,60,17.61,4520.14,4.72,8,3,2024.6,True,1551946,12,0.0703,1.98,81.36
2019,Q1,South America,Cybertruck,3842,62657.14,6,Long Range,AWD,White,557,34,20.18,7188.45,4.39,8,2,2023.11,True,859445,5,0.0835,2.27,87.1
2022,Q1,Europe,Semi,1272,73502.83,18,Long Range,RWD,Black,455,73,23.53,1398.53,4.69,6,3,2022.2,True,4381745,8,0.0863,2.21,61.87
2020,Q1,North America,Semi,4637,104764.03,22,Standard,RWD,Red,470,57,21.43,5974.94,3.98,8,3,2023.7,True,1554669,9,0.0225,1.61,85.3
2017,Q4,Europe,Model X,1078,46413.58,4,Performance,AWD,Black,599,72,18.24,2673.91,3.63,8,3,2024.7,True,3911736,10,0.0482,2.14,71.54
2015,Q2,Australia,Cybertruck,110,84124.77,54,Performance,AWD,Green,606,47,17.93,175.16,4.05,4,3,2022.2,False,771618,4,0.0757,1.55,85.78
2024,Q3,Australia,Cybertruck,690,79485.33,39,Standard,AWD,Blue,672,77,20.96,1267.83,4.53,6,0,2022.9,True,4033156,9,0.0561,1.44,82.01
2018,Q3,Asia,Model X,1422,38002.73,59,Performance,RWD,Green,638,46,13.74,2056.67,3.75,4,2,2024.1,False,4166463,3,0.0214,0.65,83.51
2016,Q2,South America,Model X,2304,107917.96,0,Performance,AWD,Silver,439,88,20.1,1848.43,4.17,5,2,2021.8,True,4524058,2,0.0409,0.67,64.35
2014,Q4,Australia,Model Y,1999,91156.72,46,Performance,AWD,Black,645,76,23.1,1216.69,3.9,4,0,2021.8,False,4094923,6,0.0529,2.4,87.67
2015,Q4,Australia,Model Y,2201,47337.74,55,Long Range,AWD,White,579,54,21.14,5334.18,4.52,4,0,2024.11,False,3722082,11,0.0926,2.22,70.05
2016,Q1,Asia,Semi,4835,68248.07,49,Performance,AWD,Green,694,67,22.25,7445.44,4.52,5,2,2024.1,True,670022,2,0.047,1.55,80.56
2017,Q2,Asia,Model X,1631,37893.55,39,Standard,AWD,Silver,686,87,23.03,3915.99,4.46,4,0,2024.3,False,4848529,4,0.0906,1.89,67.6
2019,Q1,Australia,Model X,3547,93838.83,42,Long Range,RWD,Black,387,47,22.33,4489.08,4.0,4,2,2022.3,False,682156,9,0.0981,0.9,71.78
2022,Q4,North America,Model 3,4478,100340.12,13,Performance,AWD,Blue,482,36,13.42,2869.61,4.59,8,0,2023.3,True,417388,12,0.0451,0.8,69.89
2018,Q1,South America,Semi,4069,75641.85,25,Performance,AWD,Silver,465,30,17.61,7643.71,4.67,4,2,2022.11,False,3460600,2,0.0669,2.42,62.72
2020,Q3,North America,Model Y,2425,90062.37,11,Performance,AWD,Blue,688,42,16.59,3104.51,3.66,6,3,2020.11,False,1689343,4,0.0132,0.55,89.89
2015,Q4,Australia,Model S,4478,89689.65,31,Performance,RWD,Red,368,51,13.67,9294.34,3.56,4,1,2024.8,True,4959904,5,0.0932,0.57,64.25
2022,Q1,Australia,Cybertruck,425,55628.02,41,Standard,AWD,Black,673,33,23.86,910.13,3.65,5,0,2020.2,False,1950296,3,0.0824,1.35,84.35
2023,Q4,Asia,Model S,4768,81400.21,20,Standard,AWD,Silver,438,51,13.76,4995.85,4.64,5,2,2024.3,False,2143839,11,0.0137,0.7,85.42
2021,Q4,Europe,Model S,4039,41861.42,0,Standard,AWD,Green,683,67,23.64,5381.74,4.71,8,1,2021.3,False,4487970,9,0.0471,2.38,78.32
2012,Q2,Australia,Cybertruck,771,88311.29,50,Long Range,RWD,Blue,352,65,15.83,566.7,4.3,4,2,2024.9,True,3994126,12,0.0693,1.05,65.81
2024,Q2,Australia,Model Y,1494,48579.57,59,Standard,AWD,Green,536,48,15.52,1498.13,4.43,8,0,2020.12,True,4607707,4,0.0242,0.56,75.45
2013,Q2,Australia,Cybertruck,4799,62707.65,12,Performance,RWD,Black,406,50,15.73,4675.36,4.12,5,3,2021.2,False,4163506,2,0.0901,0.79,87.84
2019,Q2,Australia,Model X,1167,73907.92,12,Performance,RWD,White,453,51,14.53,2199.12,3.59,5,0,2023.8,False,1536140,7,0.0298,1.09,64.7
2024,Q2,South America,Cybertruck,1931,42350.32,54,Performance,RWD,Black,652,60,23.04,2043.66,4.6,5,1,2022.7,True,1349648,11,0.0908,1.34,61.33
2019,Q1,Australia,Cybertruck,3280,75737.89,51,Performance,AWD,Blue,603,45,14.0,6580.2,4.54,8,1,2021.6,False,2105400,12,0.0999,0.53,80.07
2014,Q4,South America,Semi,4831,37075.15,29,Long Range,AWD,Green,557,41,22.48,5994.5,4.2,4,0,2023.12,False,4553682,2,0.0367,2.01,80.94
2021,Q2,North America,Cybertruck,2800,97539.67,3,Performance,RWD,Red,406,54,17.39,4867.15,4.05,5,0,2024.12,True,1261032,7,0.0315,0.73,74.35
2024,Q2,Europe,Model X,2939,111324.31,32,Performance,RWD,White,377,34,17.47,4128.77,4.25,4,3,2024.11,False,3891469,11,0.0431,1.85,80.8
2013,Q2,Australia,Model S,706,68208.01,11,Long Range,AWD,Red,434,47,14.34,561.91,3.73,5,0,2022.7,True,4075402,7,0.0478,1.98,60.64
2015,Q1,North America,Model 3,4306,89797.12,26,Performance,RWD,Green,680,80,16.92,7262.99,4.55,8,3,2022.10,True,2671066,4,0.081,0.95,71.16
2016,Q1,Europe,Model X,2379,73753.76,10,Performance,AWD,Green,624,48,15.19,2023.86,4.56,5,1,2021.2,True,2756050,11,0.0214,1.02,65.53
2020,Q1,Asia,Model X,1261,66697.77,34,Standard,RWD,Red,362,55,24.17,2568.7,4.92,6,1,2020.12,False,2579310,9,0.0906,2.44,82.62
2021,Q2,South America,Semi,3671,63788.18,7,Performance,RWD,Red,421,73,19.61,4097.44,4.1,5,3,2022.2,False,561655,11,0.0677,1.67,66.66
2024,Q3,Europe,Model S,734,80765.05,28,Performance,AWD,Silver,551,42,18.89,1252.46,4.27,4,2,2023.3,False,3200680,8,0.0436,1.07,70.54
2019,Q1,Europe,Semi,3689,98029.85,26,Long Range,RWD,Black,567,76,23.76,2874.23,4.38,4,1,2021.5,False,4506544,7,0.016,2.42,82.68
2013,Q1,Australia,Semi,2289,70233.69,35,Long Range,AWD,Black,445,83,17.58,3680.1,3.56,6,2,2023.9,False,1983412,2,0.0812,0.81,69.01
2022,Q4,North America,Semi,2406,70458.33,31,Performance,AWD,Red,411,78,16.33,5987.73,3.6,6,3,2024.7,False,4093318,3,0.0436,1.97,60.53
2016,Q2,South America,Model S,1247,62172.89,56,Performance,AWD,White,433,33,16.27,1669.77,4.87,6,0,2022.5,True,4410624,5,0.079,0.87,62.84
2024,Q2,South America,Model X,2640,105279.87,43,Long Range,RWD,Green,535,36,19.41,3176.6,3.72,5,2,2022.8,False,2954753,4,0.0192,0.81,66.63
2015,Q1,Australia,Model Y,675,44908.08,8,Standard,RWD,White,509,74,17.35,1440.5,4.83,6,1,2022.1,True,1965272,4,0.0871,0.78,66.8
2014,Q2,Europe,Model S,3530,93719.54,50,Standard,AWD,Red,597,78,18.17,3151.24,3.55,4,3,2020.5,True,655723,6,0.0701,2.01,83.47
2021,Q2,South America,Model 3,1563,92001.06,1,Standard,AWD,Green,492,90,19.96,1882.49,4.78,5,0,2020.10,True,4536220,5,0.0744,2.43,65.15
2024,Q1,North America,Model 3,4180,107360.23,30,Long Range,AWD,Blue,694,36,15.17,5056.31,4.07,5,1,2023.2,False,1136961,9,0.0199,0.77,82.87
2023,Q3,South America,Semi,382,41991.08,31,Standard,RWD,White,583,68,21.83,715.9,4.76,5,3,2022.7,True,683923,9,0.0945,1.23,60.38
2022,Q4,North America,Model Y,3638,79426.3,43,Standard,AWD,Black,552,55,21.34,8931.81,4.61,5,0,2022.4,False,1779931,11,0.086,1.31,66.99
2018,Q4,Asia,Semi,4817,85460.25,48,Performance,RWD,White,593,72,20.24,6304.91,4.23,6,1,2023.2,True,2202938,9,0.0548,1.76,64.04
2013,Q1,North America,Model Y,269,117626.17,24,Performance,RWD,Black,505,69,20.48,543.47,4.49,8,3,2021.5,False,4212518,10,0.0335,1.19,85.79
2020,Q1,North America,Model Y,1025,67608.54,20,Long Range,RWD,Blue,368,32,15.12,1864.29,4.67,5,3,2023.3,False,3363843,9,0.0788,1.64,74.72
2020,Q4,Australia,Cybertruck,1330,78068.23,25,Long Range,RWD,Silver,543,69,21.12,2703.81,3.93,4,0,2024.1,True,3173670,7,0.0829,1.67,82.96
2022,Q3,Australia,Model S,3557,64337.16,22,Long Range,RWD,Red,688,45,15.97,6388.96,4.39,4,2,2020.6,True,265356,10,0.0394,1.42,85.9
2021,Q4,Asia,Model S,3897,84979.08,20,Long Range,RWD,White,643,36,22.7,2728.34,4.51,6,3,2024.11,False,1497770,11,0.037,2.44,66.05
2022,Q1,South America,Model 3,2404,57538.18,19,Performance,RWD,Black,669,77,24.5,4652.73,4.37,6,2,2020.10,False,3682823,5,0.0413,0.65,84.71
2020,Q3,Australia,Semi,4473,61635.0,26,Long Range,RWD,Silver,613,59,21.06,7134.99,4.82,5,3,2021.11,False,2347609,12,0.0579,1.73,83.07
2018,Q1,South America,Model 3,3034,74311.37,15,Standard,RWD,Blue,560,50,23.32,7045.78,4.45,8,2,2022.11,True,2251230,12,0.0641,1.31,63.41
2015,Q1,Europe,Model X,3852,76257.5,27,Long Range,AWD,Black,431,47,14.64,3916.69,4.71,5,0,2023.1,True,804052,7,0.0641,2.23,87.02
2018,Q3,North America,Model Y,1201,55063.5,36,Performance,AWD,Silver,690,83,19.97,2462.33,4.29,8,0,2021.10,True,2729076,7,0.0849,1.97,84.18
2023,Q2,Australia,Model 3,1231,44079.19,13,Long Range,RWD,Blue,480,85,20.07,1822.76,4.06,4,2,2024.7,False,2166505,6,0.0891,2.37,70.89
2023,Q3,Asia,Model S,335,106525.2,42,Standard,AWD,White,632,54,16.71,809.68,4.04,4,1,2023.7,True,3396517,6,0.0371,2.37,82.7
2016,Q2,Europe,Model Y,2648,109754.72,49,Performance,RWD,Red,490,85,13.96,5452.0,4.24,8,2,2023.2,True,2289175,10,0.016,1.34,81.88
2020,Q3,Australia,Semi,274,99767.91,41,Performance,AWD,Green,577,80,20.69,138.69,3.8,6,2,2024.2,True,1423910,5,0.0565,2.44,84.92
2024,Q2,South America,Semi,3411,102374.6,20,Long Range,RWD,Green,418,46,15.08,5751.09,3.99,6,1,2020.7,False,1625797,8,0.0889,2.39,86.53
2015,Q1,North America,Cybertruck,1923,112081.81,29,Standard,RWD,Green,436,33,17.81,2611.06,3.89,4,2,2021.10,True,218404,10,0.0492,2.34,73.61
2022,Q4,North America,Model 3,1714,51196.25,55,Long Range,RWD,Green,603,54,14.56,3792.53,4.4,6,1,2023.3,False,1324257,2,0.0361,1.02,78.53
2015,Q3,South America,Semi,3803,42287.79,30,Standard,RWD,Green,553,73,15.55,4818.37,4.13,6,0,2020.9,True,537152,7,0.0938,1.44,70.63
2021,Q1,North America,Model X,4183,87670.92,19,Long Range,RWD,Black,636,32,19.97,4269.1,4.26,6,3,2021.2,False,4549517,8,0.0228,0.73,61.32
2014,Q4,Asia,Semi,3003,113730.15,18,Long Range,RWD,Silver,510,57,23.71,3396.65,4.99,5,3,2020.4,True,557742,5,0.0265,1.44,64.91
2019,Q4,North America,Model Y,384,72529.17,45,Performance,RWD,Blue,602,37,23.15,857.76,3.69,4,1,2022.3,True,4367601,6,0.0607,1.83,66.37
2012,Q2,Australia,Model S,2066,100301.54,43,Standard,RWD,Red,495,73,24.78,1537.07,4.06,4,2,2021.1,True,3960715,12,0.0532,1.76,68.08
2022,Q1,Asia,Model S,3761,62617.81,46,Performance,AWD,Black,374,81,20.72,4311.39,3.58,4,3,2020.7,False,1593262,5,0.0969,2.23,62.68
2015,Q2,Australia,Model Y,2384,90009.28,41,Standard,AWD,White,601,81,18.19,5036.69,3.97,5,2,2020.6,True,4207255,9,0.0897,1.45,76.89
2018,Q1,Australia,Model X,1576,71899.0,27,Standard,AWD,Silver,524,59,21.12,2829.27,4.57,8,0,2022.8,False,764236,9,0.037,2.47,80.53
2016,Q2,South America,Model Y,2470,83325.53,35,Standard,AWD,Silver,405,62,18.1,1701.75,4.49,6,2,2022.10,True,4323199,2,0.0203,1.82,65.39
2014,Q4,North America,Model S,3459,109524.2,19,Long Range,RWD,Green,580,69,22.69,4090.85,4.88,5,1,2021.2,False,991966,8,0.0581,0.51,63.5
2014,Q4,Australia,Semi,3368,108846.34,47,Performance,RWD,White,666,82,24.69,4113.87,4.51,8,2,2020.3,True,216399,5,0.0201,0.53,89.12
2012,Q2,Australia,Semi,1239,90227.89,27,Performance,AWD,Red,504,79,18.56,1794.04,3.53,5,1,2023.8,False,264649,9,0.0627,0.9,77.08
2018,Q1,Asia,Model S,891,88584.84,45,Long Range,RWD,Blue,646,68,21.77,2225.76,3.56,8,3,2024.10,False,2045366,2,0.0575,1.34,69.48
2013,Q3,Australia,Model Y,1007,77057.05,60,Performance,RWD,Blue,573,31,14.94,1966.09,4.2,8,1,2024.4,False,4029788,4,0.0895,1.95,71.71
2018,Q3,Australia,Model 3,1747,59008.86,47,Standard,RWD,Black,438,42,14.88,2593.2,4.69,8,2,2021.4,True,252090,7,0.0893,1.21,64.76
2020,Q1,North America,Model X,3577,44687.39,14,Standard,AWD,Blue,482,51,22.42,7292.6,4.66,6,1,2024.10,True,522970,9,0.0819,2.43,82.67
2013,Q1,South America,Model S,4205,43959.94,40,Standard,AWD,White,430,76,16.51,5815.67,4.26,4,1,2022.6,True,1131660,5,0.0495,1.33,83.07
2015,Q4,Asia,Model X,4187,49557.25,17,Long Range,RWD,White,672,72,15.95,8400.85,4.29,5,1,2023.7,False,3948299,10,0.0815,1.22,60.89
